seasonId,teamAbbrev,pointPctg,winPctg,goalsForPctg,goalDifferentialPctg,wildcardSequence
20132014,FLA,0.402439,0.353659,2.390244,-0.878049,9
20132014,LAK,0.609756,0.560976,2.512195,0.390244,0
20132014,MIN,0.597561,0.52439,2.52439,0.012195,1
20132014,MTL,0.609756,0.560976,2.621951,0.134146,0
20132014,NJD,0.536585,0.426829,2.402439,-0.134146,4
20132014,NSH,0.536585,0.463415,2.634146,-0.317073,4
20132014,NYI,0.481707,0.414634,2.743902,-0.512195,8
20132014,NYR,0.585366,0.54878,2.658537,0.304878,0
20132014,OTT,0.536585,0.45122,2.878049,-0.353659,5
20132014,PHI,0.573171,0.512195,2.878049,0.012195,0
20132014,PHX,0.542683,0.45122,2.634146,-0.182927,3
20132014,PIT,0.664634,0.621951,3.036585,0.512195,0
20132014,SJS,0.676829,0.621951,3.036585,0.597561,0
20132014,STL,0.676829,0.634146,3.02439,0.695122,0
20132014,TBL,0.615854,0.560976,2.926829,0.304878,0
20132014,TOR,0.512195,0.463415,2.817073,-0.304878,6
20132014,VAN,0.506098,0.439024,2.390244,-0.329268,6
20132014,WPG,0.512195,0.45122,2.768293,-0.121951,5
20132014,WSH,0.54878,0.463415,2.865854,-0.060976,3
20142015,ANA,0.664634,0.621951,2.878049,0.121951,0
20142015,ARI,0.341463,0.292683,2.073171,-1.243902,8
20142015,BOS,0.585366,0.5,2.597561,0.02439,3
20142015,BUF,0.329268,0.280488,1.963415,-1.378049,10
20142015,CAR,0.432927,0.365854,2.292683,-0.463415,8
20142015,CBJ,0.542683,0.512195,2.878049,-0.170732,5
20142015,CGY,0.591463,0.54878,2.939024,0.304878,0
20142015,CHI,0.621951,0.585366,2.792683,0.487805,0
20142015,COL,0.54878,0.47561,2.670732,-0.097561,5
20142015,DAL,0.560976,0.5,3.182927,0.012195,4
20142015,DET,0.609756,0.52439,2.865854,0.170732,0
20142015,EDM,0.378049,0.292683,2.414634,-1.036585,7
20142015,FLA,0.554878,0.463415,2.512195,-0.207317,4
20142015,LAK,0.579268,0.487805,2.682927,0.182927,3
20142015,MIN,0.609756,0.560976,2.817073,0.365854,1
20142015,MTL,0.670732,0.609756,2.695122,0.390244,0
20142015,NJD,0.47561,0.390244,2.207317,-0.426829,7
20142015,NSH,0.634146,0.573171,2.829268,0.292683,0
20142015,NYI,0.615854,0.573171,3.073171,0.268293,0
20142015,NYR,0.689024,0.646341,3.073171,0.731707,0
20142015,OTT,0.603659,0.52439,2.902439,0.280488,1
20142015,PHI,0.512195,0.402439,2.621951,-0.231707,6
20142015,PIT,0.597561,0.52439,2.695122,0.134146,2
20142015,SJS,0.542683,0.487805,2.780488,-0.04878,6
20142015,STL,0.664634,0.621951,3.02439,0.573171,0
20142015,TBL,0.658537,0.609756,3.195122,0.621951,0
20142015,TOR,0.414634,0.365854,2.573171,-0.621951,9
20142015,VAN,0.615854,0.585366,2.95122,0.243902,0
20142015,WPG,0.603659,0.52439,2.804878,0.243902,2
20142015,WSH,0.615854,0.54878,2.95122,0.47561,0
20152016,ANA,0.628049,0.560976,2.658537,0.317073,0
20152016,ARI,0.47561,0.426829,2.54878,-0.439024,4
20152016,BOS,0.567073,0.512195,2.926829,0.121951,3
20152016,BUF,0.493902,0.426829,2.45122,-0.256098,8
20152016,CAR,0.52439,0.426829,2.414634,-0.341463,4
20152016,CBJ,0.463415,0.414634,2.670732,-0.402439,9
20152016,CGY,0.469512,0.426829,2.817073,-0.353659,6
20152016,CHI,0.628049,0.573171,2.865854,0.317073,0
20152016,COL,0.5,0.47561,2.634146,-0.292683,3
20152016,DAL,0.664634,0.609756,3.256098,0.45122,0
20152016,DET,0.567073,0.5,2.573171,-0.158537,0
20152016,EDM,0.426829,0.378049,2.47561,-0.512195,8
20152016,FLA,0.628049,0.573171,2.914634,0.439024,0
20152016,LAK,0.621951,0.585366,2.743902,0.365854,0
20152016,MIN,0.530488,0.463415,2.634146,0.121951,2
20152016,MTL,0.5,0.463415,2.695122,-0.182927,7
20152016,NJD,0.512195,0.463415,2.243902,-0.292683,6
